Unnamed: 0,Review,Rating
1920,"This is to report an absolutely pathetic experience I have had with MakeMyTrip India. In fact, this is the very first time I am using MMT for booking a flight ticket - I usually use Cleartrip, or our booking agency - saving a few hundred rupees has eventually costed me a lot of time, money, and peace of mind. Complaint Reference ID with MMT: [160414-062444] MakeMyTrip Booking ID NF2291471913548 I had booked an urgent ticket from Bangalore(my home base) to Delhi(for 15th early morning) on 14th April 2016 at 7:35 PM. However, the ticket when issued shows Mumbai to Delhi as the itinerary. I immediately called up the customer care and reported the error and asked for a change in itinerary at 7:44 PM. The executive checks twice with his team, and explains that there might have been some error with the system and any change in itinerary can be made only after 24hours of the data being reflected in their systems, etc. However, since my travel was in less than 8 hours from then, a) I was asked to cancel the ticket and book a new one b) The team would refund all penalties caused due to the glitch after 24 hours c) Drop in a mail to the customer care I cancelled the ticket and dropped a mail to the customer care - booked ticket from my trusted Cleartrip, to avoid any issues again. The customer care responds the next day saying that there was no technical glitch in the system at that time, and no refund can be processed, and the customer care exec had said ""they will check for any glitch and revert"" during my initial  call. After multiple rounds of mails, they arranged for a listening session of my call with them(which I have recorded). In the call, the exec says ""since it's below 24hrs of time, cancel the ticket and book a new one; we will transfer all the penalties due to the technical glitch after 24hrs"". He has also twice checked with the technical team during the call, and nowhere does he mention ""checking if there was any technical error"" later. However, the response I have received after this from the MMT team after all this is ""Based on our investigation, we can conclude that the advisor committed cancel this booking and make new booking and we will check if MMT would be at fault we will honour the case, hence, as we checked logs at the time of booking you was selected BOM-DEL on 15April2016. There was no technical glitch on that time on our website."" This issue was handled by a junior at their team, and I have requested multiple times to connect me with a higher authority, but in vain. I am absolutely sure that this was a technical glitch on their side, since I travel quite frequently between Bangalore and Delhi on work, and it is a no-brainer for me to type and select ""Mumbai"" as the from location. I want to get the attention of a senior member of the grievance redressal team so that their commitment can be honored, instead of blunt pre-written answers to mails. Hope this will help.",1
1921,I had booked grand Europe tour package of 17 days with Makemytrip. certain experiences are worth mentioning We were promised a welcome kit on commencement of tour. That was not to be. Repeated reminders resulted in disbursement of welcome kit somewhere in middle of tour. I was told the package includes insurance. I insisted since I was above sixty that I be insured at extra cost. However no insurance document was handed over to anybody in the tour. Considerable problems were encountered in communicating with the  the liaison in person in company. Either person was not available or was not picking up phone. Sh Moh it Sardana  a very senior officer met us in Europe and had dinner with us getting feedback. All above points were told to him and was requested to communicate  action taken on points as above by email. However no reply was received. The routine feedback department contacted for feedback.I told above points and insisted on feedback on action taken but no communication was received Recently I floated an enquiry for Bhutan package and asked the company officer to send quote and contact particular of Modi Sardana. Neither contact was passed.,2
1922,"I have been using MakeMyTrip for booking hotels since I travel a lot. I am very much satisfied with the discounts and also the service rendered by them. I always found their service to be hassle free. Discounts, range and quality of hotels have always been the best. I love this site and would definitely recommend them to my friends and relative recently I book hotel its around rs2400 per night I got it only rs900 it discounted 1500 its really awsm",4
1923,It is the first website started in India for a tour in our outside India. It was very famous when it was started. But due to increasing competition it loosed it dignity. It is very costly and the facilities and services it provide is not worth it. Even the confirmation from make my trip comes after a week. The services are very slow. The staff and manager working here is very harsh an rude. Even the online website takes more time to open. Now its totally a waste of time to visit this website as the charges have been doubled. They just tell that they will show this much places but at the end of tour you have ended with seeing less places. I just suggest you not to choose this website for trip.,1
1924,"MakeMyTrip.com is an online platform with the help of which we can book online tickets for rail, road, flights and even hotel bookings and arrange cabs for pickup and drops to and fro to airports. They provide amazing offers and package tours that are truly world class and they give value for money deals for you at cheapest possible rates maintaining a standard. Why stand in queue and wait for hours and get your tickets and book your hotels at higher prices? MakeMyTrip.com provides confirmed tickets and hotel bookings at the cheapest rates sitting at the convinience for my home. I have traveled with make my trip and I feel as if I am special because I am getting good discounts on package deals and hotels and flights. By using MakeMyTrip.com I have saved nearly about 3000 to 5000 rupees on every trip that was associated with MakeMyTrip.com. It is safe and genuine and if anybody is having any doubts regarding MakeMyTrip.com, I can assure them that as I have used MakeMyTrip.com several times, it is safe and they use a safe portal for online transactions for your banking and payment informations are encripted and thus nobody in MakeMyTrip.com can steal your banking informations. The customer care is also very well equipped and you will get a good response from them 24X7. I would definitely recommend MakeMyTrip.com. Use MakeMyTrip.com and safe time and money.",5
1925,"I had a very bad experience not once but twice with MakeMyTrip.com. Recently we were a group of 15 people going to Andaman and we did all the logistics through makemytrip.com. Our entire trip got screwed because of makemytrip.com. The very first day the problem started. After arriving at Port Blair we went to our hotel(TSG Grand) to check-in to find our booking not there and had to be accommodated in some other Hotel. Makemytrip.com package included all 3 meals but we had to pay for our own lunch in at least 4 places. The service from Makemytrip.com was bad as well. We had requested for Private Jetty for all intra transfer among islands, but they booked government ferry for 2 islands. Overall the experience has been pretty bad and the entire group decided not to make any future arrangements with Makemytrip.com",1
1926,"My name is Krishna Kant and here I am going to post a review on Makemytrip.com Let me tell you about me first. I have interest in visiting new places and knowing about the history of the tourist places in India. So I have to use these websupports for satisfying my journey needs. Among all, MakeMyTrip app was used by me all first as I had watched an add related to makeMyTrip. Let me tell you that what they show in the adds is completely different from their actual service. This journey app provides you several services like booking hotels, booking flight tickets and also for some of the buses where the bus route is available. But the problem is that the service provided from MakemyTrip is not convenient for the customer as it doesnot stand on its service well. Actually I had booked a bus from bangalore to Goa. I got a window seat as shown in the mobile app and eveeything was okey right that moment. But on the journey date, I found it problematic to search for the bus stand. And finally bus stand was about 5 km away from the spot which was indicated in the app. Again in the bus, I was told that I had booked middle seat not the window seat. Bus cunductor did not listen to me and finally I had to take the middle seat. Also they say that they provide the cheapest price for their service but I have found that the hotel booking from this website is costlier than the other websites. I have not found this website helpful for me anyhow. They give you very less cashbacks and the room avaibility is also very less in good and reputed hotels as shown in this website. Further, there is a lot of problems to be faced while payment options as a few credit cards are not registered in it. I think that if you opt for other journey planner webpages and apps then it is really very good for you and also convenient as this one is just like a cheater which diesnot support your journey planning except of taking huge money even for small bookings. As a customer, I donot recommend MakeMyTrip. Thanks for reading this review !",2
1927,We were6 ppl nd nd two kids of2nd8yrs.went to kerala firstlyour agent booked our flight withoutluggagend it was not told to us we had to pay3000rs at airport.worst part of our trip was our driver Biju. He was representer of kerala but he brougtshame for his countryby his behaviouron 3rd day he made us bound to hire extra car just for luggage 4500 charged make my trip showed its helplessness in this case we were in another country.we had to make it.our driver behaviour wasvery very bad to us.he was scolding us for making his car dirty even he called us thief it was the limit very bad make my tripust chek  this.hotels and staff was very very good .,1
1928,"Absolutely terrible experience with MakeMyTrip. A mere day away from date of departure, and I am yet to receive my revised e-ticket. At this time, web check-in has already commenced. Utterly stressed out for the most trivial of reasons at the very start if what is supposed to be my holidays! Unbelievable that in this day and age it would take more than 36 hours and 8 follow-up calls for a ticket to be reissued(still pending, please note!). Who would have thought that a simple flight booking could turn out to be so unimaginably arduous a task! Blatantly unhelpful customer service, highly disappointing!",1
1929,"I have booked a ticket, money deducted from account but ticket not provide till now. This ticket was booked by me with the price which was convenient to me. Calling the customer care I was suggested to wait for 3 working days to refund the amount. I asked to book a ticket with the same price for me or refund my money on same day. But unfortunately both was not possible for you guys(Makemytrip). As a company(Makemytrip) I dont think so you guys believe in customer satisfaction. Just you guys no how to frustrate a customer. Complain no. nf7293971669566 You guys know how to fetch money but not customer satisfaction. Shame on you guys.",1
1930,No 1 service by makemy trip best in hotels and flight bookings saving overall 85% is excellent And some wallet offers while booking flight tickets App is good website is loading slow. When compare to fares other site are better. But using wallets and coupons make MMT better,5
1931,"I have now tried 5 times trying make an amendment to my current reservations from nainital to Jaipur using this website and all 5 times I receive a message that it is processing. But then it stops. I am not changing the date of my travel. Just a later time.17:55 departure time. I even tried to use the 100 Rs credit I have on my account and it took that credit but would not accept the remaining payment via a credit card that I used previously. There is no explanation that the website is experiencing technical issues with your website or any communication for that matter. And now, I have been on the phone for 1 hour trying to resolve this matter and I have yet to get anywhere with calling in. I have never been so disappointed with service in my life, nor have I experienced such dysfunctional operations. I will NEVER use such service again, and I will be sure to communicate to all my friends and family .",1
1932,My booking ID is NH 7115819975710. Still now I didn't received refund.  Makemytrip trip is completely fraud.?don't believe Makemytrip don't believe Makemytrip don't believe Makemytrip don't believe Makemytrip don't believe Makemytrip don't believe Makemytrip don't believe Makemytrip,1
1933,"Makemytrip doesn't need any introduction as it is very famous booking site. They offer booking across all travel related works like flight, hotel, packages, etc. The site & offers they provide are very good. However, I am very disappointing with the reduction of wallet use with respect to flight booking. It was reduced very much since beginning. Also they claims to ressolve the queries within 72 hrs or something but that was pathetic as I need to do constant follow up to claim back my cash back & that too for so many days.",3
1934,Pointless booking flight tickets here as the timings get changed every now and then.and when it comes to refund you don't get the full refund and they adjust it with the cashback which is received by the user. Why do they allow airlines to change the flight timings even after booking a round trip.customer service is pathetic did not inform when initially asked about cancellation of ticket.Bad service!,1
1935,"I am a regular customer of make my trip.i have booked many flight tickets and hotels from make my trip. But even after completion of 8 flight tickets and 3 hotel bookings above rs 5000 I havent got the free room night. Whenever I check my rewards they ask me for making another hotel booking.and one more thing the refer and earn policy of make my trip doesnt work.i had referred many of my friends, neither did they receive any money in their wallet nor i.if you have no intention of giving any rewardz then pls do not advertise all these things.its a request",2
1936,I had heard about make my trip from my friends so I decided to try it once.i had planned to go to dubai for a holiday so I was looking for a good package. When I found very exciting holiday packages in make my trip.there were all kinds of packages.we chose an economical one and I must say everything was very well organised.we had no complaints regarding the trip.thanks to make my trip for all this and I would definitely recommend others to give it a try,4
1937,"The worst place to book a holiday. People think that let them take some commission atleast we willhave no problem but no every day they are up with a new issue do we just have time to waste up out on them? On top of it they try to fool us by sending higher package cost 3-4 than what was decided and the person who has booked the package does not responds.its not done yet then they make a 9 yrs old child an adult and say kuch nahi hota like seriously. Then they deny the fact I have personally asked them 2-3 times after getting the money. So do you want to leave your lovely trip in their deadly hands, I don't think so. Mere toh majburi aap Yeh galti mat krna",1
1938,"MakeMyTrip is the biggest fraud, They are a thief, they only know to cheat the customers. I would advise everyone to not to use MakeMyTrip for any bookings. Below is the cheat they have done with me. This is in reference to the MakeMyTrip Booking ID - NN2304515337916. As per the booking Reference ID, I made a booking for the international flight for Lucknow to Dubai to and fro on the same Flydubai flight using MakeMyTrip website. And As per the cancellation policy stated on the MakeMyTrip website and mobile application, the above booking was eligible for cancellation and MakeMyTrip will charge the cancellation fee and will refund the remaining amount to the bank account used during the booking. And when I made the cancellation also, I even received the cancellation Confirmation mail stating that MakeMyTrip had to refund me the total amount of Rs. 29916. After so many calls and emails from last 3 months, they are finally saying that they will not provide any refund amount because the flight company only provides the cash in the form of vouchers only. But when I ask them that why they gave the false information on the website and sent the mail also regarding the cancellation, then they are just saying that they didn't know the policy of the flight.",1
1939,"ITS ONE OF THE BEST SITE for booking flight tickets, hotels and holidays online.i have been using make my trip since a long time.they offer good quality hotels at a affordable price.i think their customer service should improve a bit because sometimes they really put our calls on long holds.rest everything is fine.booking hardly takes a couple of minutes and it gives the best deals on holiday bookings. Overall I must say make my trip is a trustworthy and reliable site and one can definitely use it for making their bookings.",4
1940,"Booked my flight tickets through makemytrip. everything was fine but when I had to cancel the tickets for some unavoidable reasons, makemytrip never gave any money back although their policy says they would refund some part of the money on cancellation. have been raising service tickets from past 2 YEARS but they just call me take my account details and tell that they have shared it with airlines and the airline people will refund the money. when it comes to giving back the money Makemytrip will run away from taking responsibility. It will just put the blame on airlines saying they are delaying and stuff. So better to avoid make my trip.",1
1941,This is the best site I had found in Tours and travel bundles. As of late we got a decent rebate offer at MMT(makemytrip) for Shimla trip. We got approx half markdown and every one of the administrations they had given whatever commited. Their client backing is likewise so great and devoted. Costs are less expensive than every single other entryway offering visits and travel bundles. Our gang just want to book our visits and travel bundles from makemytrip.com and I will without a doubt allude everybody to utilize makemytrip.com to make your visit or travel so exceptional. Make my trek is one of the best site to book just flight tickets and lodgings. I have gone to calicut a month ago and I have booked Flight from this site. As I was another client I got some markdown on my first reserving. it is anything but difficult to book tickets for flight,5
1942,"I guess I don't learn from previous experiences. I had booked a hotel room through MMT in New York. There was some confusion initially about the number of days the hotel room was made available and I should have seen this coming then and there. But, I decided to go ahead with the website assisted by a call-center executive to make the booking for the required number of days. I was reassured and all that. Then I land at New York only to find that the reservation is valid only for 2 days and not for 3 days that I had paid MMT for. I then pay from my pocket to get an extra day, I called MMT in India to complain and lost a lot of money on the telephone calling them from the US. I was assured, I would be refunded the amount I had spent the moment I got back. But that is now 7 months since that episode and not a penny has been refunded and I am left chasing all and sundry for that refund. Their processes really suck and they simply don't treat their customers well. I have hence decided to not use MakeMyTrip ever again. Hope MMT executives are seeing this review and decide to act and not hide behind their expensi",1
1943,"They are big cheaters. we have booked from travel infoline ahmedabad for our goa trip they give us caution for flights for spice jet,  3 star hotel, dinner breakfats and two days sight scene. so we have given them whole payment but after some days they booked our flight in indigo, and  2 star hotel, not include dinner and break fast and only one day site scene. They are big cheaters never trust on them specially travel infoline ahmedabad. viraj is empoyee of travel infosline he is big cheater of ahmedabad branch",1
1944,Makemytrip is truly  one of the best websites for making your trip memorable and awesome by providing you hotels and flights at cheap rates. which make your trip in budget and you could have more fun. it provides both domestic and international trip packages and gives attractive discounts on them. makemytrip is a genuine website and they do not misguide you regarding any hotel price or place where you are going. There is no other website which gives best price then makemytrip. you can also avail the extra discounts by referring your friends and family and for every sign up you get great wallet cash and at the time of paying you can get it subtracted from your total amount. I recommend everyone just to go for makemytrip once and have a wonderful experience.,4
1945,"Had booked a trip to Andaman with family, from 21st to 26th Jan, 2016. Paid in full, all confirmations received, including hotel, flight, food and cab. MMT booking id IN1601B8S036212. We had a booking with J Hotel, Port Blair from 24th to 26th Jan, among other bookings. To our surprise, when we reach the hotel on 24th evening, we are told at the reception that there is booking for only 1 room(we had booked two rooms as we were 4 people). Since the hotel was already booked, we were left to fend for ourselves. We discovered, when we checked with the hotel, that MakeMyTrip(mmt) had requested for only one room. We were back from Havelock, so carrying all our luggage - we were 4 people on phone and e-mail for the next four hours to try and resolve, finally when we got two rooms at a separate hotel. Also, we were not told that for Neil Island trip, we had to book an overnight stay. We had planned to reach during the day and leave in the evening - on reaching Havelock, we found that the ship for day travel was not available. One of the local contacts said that this development was more than 50 days back - our mmt spoc admitted that this was indeed a miss. We had to settle for North Bay Island, which we felt was completely a waste of time. Have been a great fan of mmt for long - have lost the faith, planning for the next Europe trip and this time going to book myself. If we have to check all hotel and flight bookings with the companies themselves, guess it makes sense on doing the booking ourselves. best regards, Bhaskar",2
1946,"I would like to bring forward my experience with MakeMyTrip which shows how this company is breaching customer's trust: Me and my wife planned to spend our anniversary weekend in Pondicherry, so, booked a Club Mahindra hotel for 3 nights from MakeMyTrip app and got confirmation vouchers. Next day, we got mail from MakeMyTrip that there was some technical glitch(pricing error) at the time of booking and we need to either cancel it or take their special offer(which was actually not so special). We didn't agree to it as it looked like breach of customer trust, so, asked for their policy and if this technical glitch is already made public(through net or media). But MakeMyTrip is not looking to make it public and was fine with acceptance in mail only. As we didn't trust the company we didn't give our consent for which they went ahead and cancelled our booking quite aggressively. I requested their CEO(Mr. Deep Kalra) in email to look into the matter urgently but didn't get any response from him but their management conveyed us that they can't do anything on this and their decision is final. Please note that it is NOT matter of money but of sheer control with no accountability these eCommerce companies wanted to have over customers. We can feel that even if you've confirmed booking through MakeMyTrip we can get mail anytime that it is not yet confirmed. Had MakeMyTrip accepted their technical glitch publicly I would have given my consent for cancellation. I can understand it would raise question over their quality and services but if they're really ethical and gutsy then they should.",1
1947,"Friends, this is to aware all of you about make my trip online hotel booking experience.I had booked a hotel yesterday at Haridwar via makemytrip. I had received the hotel confirmation voucher with full payment.Today morning when I enquired about my booking at the respective hotel, they informed me that there is no such booking via makemytrip. When I raised this matter via telephone to the customer care of makemytrip. I was shocked on such a reluctant reply of theirs that due to their fault, the room was actually not booked as the rooms are already sold out.They did not even take the pain of informing me this earlier. Rather, when I called them, they just gave me this reply and asked a petty sorry and now they are telling that they are arranging my accomodation in some other hotel.My check in time was 12 noon and now it is 2 p.m.My booking reference ID:NH2116419866302 Please be aware while booking via makemytrip.",1
1948,"Dear MD, I have booked 4 tickets for me and my family(Spouse and Kids) through Makemy trip app. For the same flight I have booked another 2 tickets for my parents. But surprisingly it got booked for me and my wife. This is due to Application issue.I called Makemytrip and they said check with Goindigo and when I called Goindigo they asked to check with Makemytrip agency as they cannot doanything from their side. So I called makemytrip again and again. Finally they said they are escalating the issue and they said I will be getting a call in 48 hours and still I didn't get the call. I am almost losing 5000/- as part of all this process and this loss is bothering me alot affecting my day to day work. Seriously I am not happy with the way they are responding to me and due to the application issue I am facing the heat and tension. I already referred this makemytrip to my friends and going forward I am not going to if I am not getting the resolution and this makes sense from my side. Thanks, Zaheer. +91-7722081702.",1
1949,"This guys are worst, they loot people by selling this packages. If you want to spoil your tour and burn your money this is the best place to book. Never take the package they give. I booked the Thailand tour with them the service was very pathetic, also they have not refunded my cash back yet. no reply from management. They don't even reply to my mails. You can better book your packages from travel triangle, easy trip. They provide much better services and more loyal to what they provide.",1
1950,"“MAKE MY TRIP” IS “MAKE MY TRAP”: Please do not book your flight tickets through ""MakeMyTrip.com"". They have a software platform wherein once you finish booking, a message will pop-up ""Oops something went wrong! Sorry your ticket could not be booked"". Then you will repeat the booking again. The second attempt will yield result and PNR will be generated. But money will be debited two times to your bank/credit card/debit card account for the same journey. This happened to me on 24th February, 2016, when I booked online. More over, the Air Pegasus slot suggested by “Make my trip” in one sector as the cheapest deal, cancelled their flight unexpectedly stranding me and forcing me to look for a costlier Jet Airways Flight in the same sector. The whole episode happened when I booked Kolkata -Mumbai- Mangalore and Mangalore-Bangalore-Kolkata on the fateful date for the next day’s journey. The Airlines involved were Jet Airways, Spice Jet and Air Pegasus. I lost Rs.21000/-. I had to book ticket in Jet airways for the Mangalore-Bangalore sector afresh! Since 25th February I have been talking to their call centre and writing to them. BUT OF NO AVAIL. I got system generated reply to my online complaint. They are not in a mood to give my money back and are fooling me by delay tactics. I am going to register a Police Complaint on 25th March after their second deadline to resolve the issue ends! Please share this message and save your flyer-friends from getting cheated!",1
1951,"Do not use makemytrip to book buses. I booked up and down tickets from Delhi to Nainital yesterday morning in volvo semi sleeper which were the most costly. Booking Ids are: NU27012968635028(Delhi-Nainital) NU27012968635388(Nainital-Delhi) Yesterday night went to the bus and found that it was smelled very badly and seats were also in worse condition. Some body had vomit in near by seat and they did not clean it. I had complained about it but they could not do anything. Makemytrip has spoiled my trip to Nainital. They are fully responsible for it. I cancelled both the tickets but refund amount only 800/- from 3200/-. Because within 24 hour no return in 1st ticket and 50% refund in return ticket. I do not want to give any star to it but to show poor, given 1 star. I do not recommend any one to use makemytrip.com",1
1952,"17.03.2016 To, Shri. DEEP KALRA, Chairman & Group CEO MAKE MY TRIP.COM SUB: MY BOOKING ID NO. IN 1601B8S099463 Respected Sir, I booked my holidays through Make My Trip from 08.03.2016 to 17.03.2016 and experienced dreadful / horrible & unpleasant holidays during our entire stay. I would like to share my experience with you and I am not interested in apology from you but want compensation for the trouble/Mental anguish/torture given to me & my family. My first interaction was with Ms. Shivani Tandon, Travel Expert, 0124- 4859756/extn. 3839. This lady is most incompetent/incapable/hopeless and not fit to become Travel Expert. She does not have any knowledge of hotels/ places / distances/ condition of the hotels etc. Lacking expertise in travel industry. When I contacted her on 11th Jan., 2016, I explained her my requirements, travel plan, my preferences of hotel, our comfort zone, our age etc. It was specifically/repeatedly told to her that since I will be travelling with my wife and other couple(in all four persons), I need hotel with four star facilities regardless cost. Ms. Shivani Tandon arranged my holiday booking for the period 08.03.2016 to 17.03.2016(Nine nights & ten days) i.e. from Mumbai to Amritsar to Dalhousie to Dharmashala to Chandigarh to Mumbai with hotel stay at Amritsar, Dalhousie, Dharmashala & Chandigarh. She had also booked my air tickets from Mumbai to Amritsar & from Chandigarh to Mumbai. She had arranged car for travel from Amritsar to Dalhousie to Dharmashala to Chandigarh. She had also planned our itinerary for all the places. My Mumbai to Amritsar flight was booked through Spicejet and Chandigarh to Mumbai by Indigo. Ms. Shivani Tandon who had booked my entire holidays did not know that we will be carrying baggage’s for our stay for nine nights. Such an irresponsible attitude. While going from Mumbai to Amritsar Ms. Shivani Tandon booked us in Spicejet with only hand baggage eligibility/allowance. This is nothing but foolishness/stupidity. I had to pay Rs.1600/- to spicejet vide receipt no.502541 dt. 08.03.2016. Ms. Shivani  Tandon did not inform me about such kind of deal. I want refund for this entire amount from Make My Trip because ticket issued by Make My Trip shows that I was allowed to carry 15 kgs per person. The car which was arranged for us was without any carrier and there was no space for baggages. At the end, this problem was solved and owner arranged to fix up carrier to his car. My first stay was at Hotel Sallow International, Amritsar from 08.03.2016 to 10.03.2016. This hotel is in filthy area near Amritsar Bus stand close to many urinals, garbage ground with lots of animals around. It was crowded place & lots of indiscipline traffic around. Hotel itself is filthy and rooms were very small & tiny/stinking &rotten smelling. No décor etc. Had problem with their Air-conditioner. Only one person could move in the room due to shortage of space. The owner showed me his e-mail received from Make My Trip where I found that Make My Trip paid him Rs. 639/- per day  for the room and Ms. Shivani Tandon told me on 11th Jan., 2016 that hotel room rent is nearly Rs.3, 000/- per day. In fact I suggested her few hotels but she did not book them. By doing this Ms. Shivani Tandon had cheated me and looted my money. She was trying to save money for Make My Trip and putting me into inconvenience for the reasons best known to her. I immediately contacted Mr. Sohaib Pathan on 8th March, 2016, (after reaching Amritsar) from Operations & Reservation department, Executive Domestic Operations, ext.44017 & Office no. 079-61602510. This person wrote to me on 12th Jan., 2016   that he will be my single point contact and for any problems during my holidays I should contact him. Mr. Sohaib Pathan showed his inability to help me and put me to Mr. Himanshu Panchal another executive from Customer Support department who only apologized and did nothing. Himanshu Panchal started giving me stereo type /standard answer. My wife also spoke to him and requested for better hotel for which he told us that we had to pay Rs.14, 000/- extra for better hotel. I made many calls on my mobile to your executives but they did not bother to help me and we had to stay in such a shabby hotel for two nights. During my stay I found many good hotels around and in good locality which were between Rs.2000/- & Rs. 2, 500/-. My second stay was at Dalhousie from 10.03.2016 to 13.03.2016. We stayed in Hotel Bombay Palace. It was same story here also. No water in the room for no. of times. We had to bring buckets from elsewhere. No hot water. No heater was provided. They demanded money for providing heater in the room. No breakfast was available before 9.00 a.m. In this hotel ground floor is under total renovation and there was no maintenance of first floor. Door locks were damaged and could not repair it. This hotel was also shabby, stinking and poor quality. No proper reception. Receptionist is used to sleep/ disappear in the night disconnecting intercom. I again contacted Mr. Sohaib Pathan who was not available on the number given by him. While I was standing in reception area of Bombay Palace, I found that they were charging Rs.550/- per room per day and Ms. Shivani Tandon charged exorbitant amount from me. Our third stay was at Dharmashala in Hotel Anand Palace from 13.03.2016 to 16.03.2016. This hotel was ok. But again poor maintenance. Poor quality of Pillows & cover/bed sheet etc. Though our stay at Dharmashala was up to 16.03.2016, we left the place on 15.03.2016 and proceeded to Chandigarh. The itinerary provided by Ms. Shivani Tandon says that it takes six hours to reach Chandigarh from dharmashala. But in reality it takes minimum eight hours due to ghat section etc. How can person start from Dharmashala after breakfast and reach Chandigarh in the afternoon and visit Rock Garden, Rose Garden, Museum & Art Gallery. Only Shivani Tandon can able to answer. We did not stay in Hotel marc Royale at Chandigarh because this hotel was very far from main town almost 15 Kms. away from main city. Outskirts of Chandigarh main city. Again filthy area. No restaurants around. No good locality. We stayed in Hotel Hometel group of Sarovar Hotels and had to spend from our pocket. MY CONCLUSION:- Make My Trip is a cheater/fraud Company and loot their customers by providing substandard/low budget hotels. The room which costs between Rs.500/- to Rs.800/- Make My Trip charge exorbitant amount from customers. You provide very average hotels not worth staying for the people like us. Executives of Make My Trip are fraud. They are with you till the time they get full money from customer. Does not know ABC of Travel business. They have not visited hotels personally which are on Make My Trip list and hence do not understand before offering them to customers. Ms. Shivani Tandon, Sohaib Pathan, Himanshu Panchal are incapable, ineffectual, incompetent and hopeless executives of your company. If they remain with you for more time, I am sure you will lose your business slowly but surely. I am hundred per cent sure that you must have earned not less than Rs.40, 000/- from my package paid to you. At Amritsar and Dalhousie, hotels are managed for few individuals who do not know anything about service industry. Owners are not staying /visiting hotels for months together. SUGGESTIONS:- Make My Trip should give three different set of hotels with different cost. Customer will then have choice to select from list of hotels. One executive should be available to help in emergency. When you plan customized tour, how can you plan tour to your benefits financial wise and not to the satisfaction of customer. When we had given you all the details of the age etc. then how can you place us at inconvenient place, unhygienic environment, without proper facilities etc. I kn",1
1953,"Our long awaited Christmas holidays 2015 were about to start. I, my wife and our 2 year daughter were too excited. We had booked our trip through Make my Trip long back to get our reservations done for Bangalore-Mysore-Ooty which included transfers by taxi. As every tourist we too thought that next five days would be full with enjoyment and fun. Our flight had to take-off on 25th Dec 2015 from Delhi and we spent our first day in Bangalore and second day in Mysore visiting tourist places. Day 3, Dec 27, 2015 our excitement was too high as we had to travel to our most awaited destination Ooty from Mysore but never though it would change me and my family lives forever. I still remember the time, it was 12:30 pm; Guess what? Our driver who was appointed by Make My Trip was driving too fast and in spite of our warning he still continued the same, and in overconfidence while overtaking he didn’t notice bus coming from opposite direction. ALAS, our taxi was hit by that bus. I was badly injured in that fatal accident and got unconscious instantly. 5 days I was lying in ICU unconscious fighting for life. When I got conscious back I got to know my whole face was completely shattered having multiple facial fractures and my left hip got damaged completely. Firstly I inquired about my wife and my 2 years daughter. Were they safe? Were they fine? I couldn’t speak, I couldn’t see, I was in pain just screaming through my gestures and asking I want to meet them. Luckily my wife and daughter were safe. My wife told me whole story about what happened in last 4 days later on. Immediately after the accident, seeing me lying unconscious, my wife started screaming for help. Taxi driver was safe but Instead of helping my wife, he escaped from the scene.  Since we had no one locally whom my wife could call for help she called my parents in Punjab immediately and crying explained about the incident. She was just surrounded by strangers screaming and feeling helpless. Thanks to that stranger who had called the ambulance immediately and in no time, I was rushed to nearby hospital. As our family members came to know, immediate arrangements were made for them travel to Mysore. It took them 1 day to reach Mysore in hospital where I was lying unconscious since there was no direct commuting. Everyone was praying for my survival. There were two surgeries required, one for face and other one for hip. There has been huge blood loss from my body. Everyone was tensed. On 28th, I had my face surgery which lasted for 6 hours. On 30th, I underwent surgery of my hip. Till now I have been on ventilator fighting for my life in ICU. It was on 31st that I gained some consciousness; everyone was relaxed as I was alive. It was my daughter’s 2nd birthday but she was in so much trauma that she started crying and just kept praying to God for wellbeing of her father. As days went on, my condition improved bit by bit. After 20 days I was back to my home town in Punjab, my family being eagerly waiting for me all through this time. Though for first few days my wife used to get calls from head office of Make my Trip if any help is required, but when she(my wife) asked for help(arranging air tickets back home etc), Make my Trip  officials stopped talking. Seems like, calls were just made for the name sake. Soon we understood that why will Make my Trip ever bother as they have taken all money well in advance? We were right. Make my Trip never ever bothered to call us and feel sorry about this accident. Life of a common man is so cheap for them I think. Because of small mistake of taxi driver; me and my family’s life is ruined physically, mentally and financially. It’s going to be 3 months now, and I am still on bed as still there are defects which are left for healing. Every new day it’s a new challenge for me to cope with my body. I am still struggling to live my second life. I am publishing this story to create awareness among society as we pay everything upfront to these travel agents, but if anything goes wrong, these people don’t turn up for any help. Should they not come forward and help customers like us. Have these travel agents turned so in-human. These are some of questions that still remain unanswered. So beware when you book your next vacation.",1
1954,"Dear MD of Makemytrip.com I had booked a hotel in Mahableshwar through Makemytrip.com on Sunday 13/3/2016 for 25/3/2016 - 27/3/2016. I had paid the full amount through Credit-Card & I have received a confirmation at the same time. 5 Days later on Friday at 10:12 pm, I receive a letter saying the hotel is not booked as it is full. If teh booking wa snot available, it shoudl have been informed within d day. This was not done. This is totally unprofessional from MakeMytrip & action needs to be taken agaianst such companies. I would not suggest anybody to book tickets or hotels through through makemytrip.com",3
1955,I have book the ticket form make my tip but name correction is need to do but as  per airline discussion this will doable with nominal charges but request are gone through make my trip only they are every time they are wait for 24 hours call center no one will able to resolve that issue I this guys showing me their importance. For support COX and kings and ezeego1 are tremendous support. Make my trip is not capable of any type rating. Their site after login not working properly. not browser compatible in chrome.,1
